DS_CAST_NO,DS_DS_NO,HM Wt,HM Temp,HM S,Aim S,Act Mg,Act Lime,ADS
T98270,1,158.5,1325.0,0.035,0.012,79,339,0.017
T97668,2,155.6,1424.0,0.025,0.012,85,326,0.019
T94099,2,169.0,,0.029,0.012,74,265,0.017
T99800,2,174.4,1418.0,0.059,0.012,71,289,0.019
T95282,2,166.7,,0.067,0.012,89,264,0.022
T98721,1,168.6,1381.0,0.054,0.012,60,251,0.013
T94304,2,154.1,1376.0,0.064,0.012,79,268,0.015
T98989,2,167.7,1389.0,0.036,0.012,71,359,0.017
T98280,1,150.4,1313.0,0.062,0.012,44,337,0.016
T91854,2,156.6,1368.0,0.037,0.012,89,317,0.023
T91863,1,174.3,1394.0,0.065,0.012,60,271,0.017
T93693,2,165.1,1408.0,0.06,0.012,104,301,0.027
T96675,2,165.7,1362.0,0.069,0.012,71,333,0.023
T97235,2,168.9,1379.0,0.061,0.012,58,277,0.015
T92707,2,170.6,1384.0,0.04,0.012,79,305,0.019
T98554,2,163.1,1368.0,0.026,0.012,65,316,0.014
T92707,2,167.1,1347.0,0.064,0.012,70,394,0.02
T91995,1,164.5,1353.0,0.049,0.012,76,367,0.019
T91775,1,154.3,1344.0,0.063,0.012,71,413,0.021
T91663,2,162.5,1332.0,0.039,0.012,70,290,0.016
T99006,2,167.9,1366.0,0.021,0.012,64,347,0.017
T93790,1,162.3,1425.0,0.023,0.012,44,334,0.012
T91698,1,162.4,1376.0,0.054,0.012,74,374,0.021
T95413,2,170.5,1363.0,0.026,0.012,76,403,0.019
T94385,2,166.1,1379.0,0.057,0.012,94,266,0.02
T98777,2,167.5,1349.0,0.041,0.012,80,291,0.018
T96530,2,153.6,1328.0,0.048,0.012,57,239,0.011
T91775,2,168.1,1353.0,0.06,0.012,45,358,0.014
T94152,2,157.2,1342.0,0.033,0.012,42,277,0.01
T93433,1,164.8,1324.0,0.041,0.012,70,280,0.015
T98526,2,157.6,1356.0,0.056,0.012,77,345,0.02
T94581,2,171.5,1382.0,0.066,0.012,75,246,0.02
T98270,1,177.8,1380.0,0.035,0.012,73,256,0.015
T91863,1,164.0,1377.0,0.051,0.012,86,292,0.017
T92021,1,163.9,1412.0,0.068,0.012,74,321,0.021
T93790,1,172.2,1356.0,0.052,0.012,58,302,0.017
T96390,2,169.0,1381.0,0.065,0.012,63,328,0.02
T99901,1,164.5,1360.0,0.067,0.012,75,375,0.019
T98777,1,167.6,1406.0,0.066,0.012,72,348,0.022
T91769,2,179.2,1350.0,0.058,0.012,69,288,0.017
T99571,1,160.3,1389.0,0.048,0.012,64,289,0.017
T96051,1,160.9,1376.0,0.025,0.012,59,346,0.013
T92734,2,170.6,1400.0,0.031,0.012,90,308,0.023
T99110,2,179.8,1370.0,0.033,0.012,58,373,0.014
T92495,2,166.2,,0.022,0.012,62,319,0.013
T92853,2,153.0,1361.0,0.025,0.012,70,250,0.014
T91863,2,167.7,1366.0,0.035,0.012,74,327,0.019
T95426,2,161.3,1323.0,0.025,0.012,72,315,0.016
T97019,2,168.3,1357.0,0.028,0.012,50,330,0.014
T94099,1,155.5,1355.0,0.023,0.012,74,255,0.015
T91698,1,154.7,1341.0,0.041,0.012,83,252,0.018
T94561,2,162.9,1356.0,0.061,0.012,73,397,0.02
T96450,1,176.6,1348.0,0.061,0.012,94,280,0.021
T91197,2,155.4,1357.0,0.065,0.012,87,301,0.026
T95297,1,162.8,1386.0,0.057,0.012,66,223,0.016
T91202,2,154.8,1386.0,0.032,0.012,63,322,0.021
T93734,1,167.0,1409.0,0.055,0.012,57,233,0.015
T96056,2,166.6,1378.0,0.058,0.012,70,315,0.019
T98513,1,155.0,1332.0,0.047,0.012,74,329,0.017
T93511,2,174.0,1362.0,0.06,0.012,84,292,0.022
T96232,1,151.5,1354.0,0.024,0.012,69,350,0.016
T95282,1,176.0,1345.0,0.05,0.012,60,322,0.014
T96575,2,174.6,1397.0,0.044,0.012,83,337,0.02
T98280,1,167.1,1381.0,0.06,0.012,56,308,0.014
T97585,1,171.3,1372.0,0.026,0.012,75,320,0.019
T97776,1,163.8,1333.0,0.031,0.012,72,425,0.019
T98099,1,154.2,1368.0,0.048,0.012,71,309,0.02
T94556,1,166.7,1428.0,0.067,0.012,66,269,0.017
T93693,2,154.0,1349.0,0.024,0.012,84,307,0.018
T96463,2,164.9,1365.0,0.057,0.012,74,365,0.02
T92484,1,156.3,1405.0,0.03,0.012,75,270,0.015
T92986,2,171.8,1359.0,0.025,0.012,78,213,0.015
T91775,1,167.7,1359.0,0.04,0.012,53,200,0.011
T94304,2,169.7,1364.0,0.049,0.012,57,321,0.013
T93811,1,167.4,1379.0,0.061,0.012,60,292,0.014
T99322,1,178.2,1347.0,0.052,0.012,71,369,0.017
T98989,1,172.2,1393.0,0.045,0.012,60,310,0.016
T95658,1,176.9,1360.0,0.034,0.012,60,391,0.019
T95488,2,158.7,1375.0,0.035,0.012,67,241,0.016
T96734,2,161.2,1360.0,0.059,0.012,81,325,0.022
T98408,2,148.0,1337.0,0.026,0.012,81,355,0.022
T92267,1,162.3,1315.0,0.027,0.012,77,322,0.018
T93790,2,164.8,1376.0,0.056,0.012,77,344,0.021
T97439,2,168.0,1325.0,0.068,0.012,70,334,0.019
T96530,1,161.3,1389.0,0.026,0.012,73,254,0.014
T94510,1,170.2,1373.0,0.05,0.012,70,264,0.016
T92685,1,169.7,1421.0,0.032,0.012,71,324,0.019
T96258,2,161.7,1355.0,0.021,0.012,72,419,0.022
T93747,2,158.3,1413.0,0.062,0.012,66,285,0.018
T92016,1,165.5,1363.0,0.045,0.012,46,346,0.013
T96618,2,165.7,1393.0,0.021,0.012,78,317,0.016
T91161,1,160.7,1384.0,0.065,0.012,71,343,0.021
T91189,2,163.2,1324.0,0.047,0.012,50,324,0.018
T94510,1,155.1,1450.0,0.057,0.012,78,280,0.018
T98280,2,169.7,1410.0,0.041,0.012,74,350,0.018
T99996,2,169.9,1380.0,0.029,0.012,51,331,0.014
T98385,2,165.3,,0.043,0.012,91,400,0.027
T93731,1,170.4,1377.0,0.034,0.012,69,346,0.018
T95636,1,165.9,1392.0,0.035,0.012,97,254,0.02
T91663,1,176.3,1374.0,0.052,0.012,83,354,0.02
T94843,2,155.9,1344.0,0.025,0.012,89,359,0.023
T97265,1,166.4,1367.0,0.04,0.012,70,340,0.016
T92986,2,171.3,1357.0,0.047,0.012,72,387,0.016
T94104,1,175.4,1386.0,0.055,0.012,77,225,0.019
T96915,1,170.5,1344.0,0.052,0.012,73,394,0.022
T99110,2,157.7,1374.0,0.064,0.012,78,334,0.019
T96390,2,153.4,1335.0,0.07,0.012,69,369,0.022
T95389,1,163.8,1389.0,0.067,0.012,49,279,0.013
T93558,1,167.5,1340.0,0.058,0.012,64,230,0.012
T94073,2,171.6,1385.0,0.054,0.012,75,313,0.019
T95737,2,157.3,1373.0,0.022,0.012,74,326,0.016
T93027,1,169.3,1396.0,0.047,0.012,94,253,0.019
T96575,2,146.3,1366.0,0.053,0.012,65,349,0.017
T96258,1,159.8,1390.0,0.041,0.012,74,337,0.019
T93062,1,171.0,1374.0,0.039,0.012,78,396,0.022
T91206,1,156.7,1381.0,0.047,0.012,75,323,0.017
T98270,2,157.3,1325.0,0.065,0.012,60,384,0.02
T94943,1,161.3,1354.0,0.033,0.012,75,321,0.018
T92707,1,166.2,1366.0,0.04,0.012,58,328,0.013
T96191,2,157.2,1404.0,0.053,0.012,64,355,0.018
T99800,2,164.8,1379.0,0.029,0.012,68,329,0.018
T91659,2,162.0,1327.0,0.062,0.012,67,282,0.019
T98721,1,173.1,1381.0,0.053,0.012,51,253,0.012
T98734,2,161.6,1348.0,0.038,0.012,69,275,0.014
T92528,2,165.2,1350.0,0.056,0.012,71,340,0.019
T94099,1,166.2,1369.0,0.034,0.012,72,338,0.018
T94104,1,162.1,1377.0,0.059,0.012,66,383,0.018
T95859,1,170.4,1351.0,0.024,0.012,93,317,0.017
T99792,1,171.8,1326.0,0.041,0.012,72,340,0.019
T94763,2,161.6,1366.0,0.033,0.012,64,362,0.017
T92636,1,167.1,1364.0,0.061,0.012,73,250,0.015
T93327,2,158.5,1406.0,0.058,0.012,62,269,0.018
T93790,1,168.9,1371.0,0.062,0.012,81,372,0.023
T96390,1,166.6,1399.0,0.053,0.012,76,274,0.015
T92757,2,162.5,1423.0,0.06,0.012,89,285,0.022
T92585,2,167.3,1342.0,0.042,0.012,81,353,0.023
T91769,2,169.1,1407.0,0.054,0.012,88,252,0.019
T91659,1,173.6,1393.0,0.022,0.012,44,267,0.012
T92021,1,167.8,1315.0,0.064,0.012,57,315,0.016
T96915,2,171.2,1365.0,0.054,0.012,78,284,0.02
T97873,2,178.3,1388.0,0.063,0.012,63,239,0.011
T96575,1,157.8,1378.0,0.059,0.012,88,314,0.022
T96977,2,173.2,,0.034,0.012,67,344,0.018
T91775,2,158.8,1385.0,0.034,0.012,83,265,0.015
T98994,1,160.0,,0.06,0.012,75,309,0.022
T96258,2,164.9,1390.0,0.029,0.012,68,381,0.019
T96864,1,160.5,1341.0,0.026,0.012,61,341,0.017
T98892,1,159.3,1356.0,0.021,0.012,73,269,0.016
T99684,1,164.6,1397.0,0.035,0.012,67,376,0.016
T95218,2,162.7,1395.0,0.025,0.012,60,342,0.015
T94840,2,160.3,1371.0,0.06,0.012,52,304,0.015
T91854,2,158.3,1352.0,0.044,0.012,71,350,0.015
T93511,2,175.0,1365.0,0.033,0.012,81,283,0.016
T96393,1,156.6,1367.0,0.05,0.012,73,316,0.018
T92585,1,163.8,1356.0,0.024,0.012,78,302,0.018
T99996,2,172.8,1398.0,0.056,0.012,68,376,0.018
T96463,2,170.7,1360.0,0.045,0.012,60,266,0.013
T95658,2,166.6,1363.0,0.02,0.012,79,346,0.017
T91064,2,160.6,,0.036,0.012,67,311,0.02
T97184,1,164.9,1387.0,0.058,0.012,70,282,0.015
T95218,2,157.1,1376.0,0.029,0.012,78,264,0.014
T95282,1,163.0,1375.0,0.068,0.012,79,370,0.023
T98555,2,162.9,1346.0,0.065,0.012,71,352,0.019
T91854,2,163.6,1376.0,0.059,0.012,80,235,0.016
T91064,2,159.5,1389.0,0.024,0.012,76,350,0.018
T95658,1,153.1,1361.0,0.038,0.012,76,248,0.016
T91502,2,173.8,1374.0,0.035,0.012,86,338,0.021
T94943,1,172.2,1393.0,0.027,0.012,77,200,0.014
T93568,1,171.1,1350.0,0.07,0.012,91,202,0.02
T96915,2,167.6,,0.027,0.012,53,339,0.014
T94005,1,166.2,1367.0,0.036,0.012,59,400,0.018
T94157,1,160.1,1390.0,0.064,0.012,64,391,0.019
T96592,1,160.9,1295.0,0.027,0.012,57,308,0.013
T93931,2,175.2,,0.043,0.012,91,363,0.024
T96575,1,176.8,1352.0,0.069,0.012,89,317,0.022
T99571,1,163.7,1379.0,0.032,0.012,78,335,0.017
T97420,2,165.0,1368.0,0.055,0.012,74,303,0.017
T93695,2,170.1,1399.0,0.024,0.012,57,360,0.012
T99529,1,165.7,1386.0,0.05,0.012,75,359,0.021
T92528,1,166.2,1364.0,0.037,0.012,71,339,0.021
T97265,1,164.6,,0.055,0.012,80,250,0.02
T94073,1,158.4,1379.0,0.042,0.012,64,355,0.016
T93811,2,162.4,1363.0,0.035,0.012,76,333,0.015
T97892,2,164.1,1365.0,0.047,0.012,82,336,0.019
T98041,1,147.4,1341.0,0.027,0.012,81,200,0.015
T92484,2,165.6,,0.061,0.012,71,220,0.017
T96134,1,181.3,1357.0,0.058,0.012,86,357,0.023
T98994,2,162.0,1360.0,0.047,0.012,59,414,0.018
T99004,2,165.2,1280.0,0.038,0.012,73,275,0.016
T99006,1,159.1,1371.0,0.066,0.012,76,312,0.019
T94104,1,157.3,1346.0,0.052,0.012,69,200,0.014
T93790,1,162.8,,0.034,0.012,79,300,0.018
T99901,1,169.4,1372.0,0.06,0.012,82,309,0.02
T95426,2,163.4,1333.0,0.052,0.012,48,287,0.011
T94157,2,162.4,1367.0,0.026,0.012,88,388,0.022
T92028,1,168.5,1375.0,0.026,0.012,63,333,0.016
T94157,2,166.4,1422.0,0.067,0.012,84,290,0.02
T93931,2,167.0,1385.0,0.034,0.012,62,344,0.02
T93047,1,173.3,1338.0,0.053,0.012,75,373,0.02
T98098,1,172.5,1419.0,0.022,0.012,76,259,0.013
T98215,2,175.5,1363.0,0.048,0.012,68,271,0.018
T98098,1,156.5,1363.0,0.032,0.012,64,236,0.015
T96232,1,171.0,1419.0,0.027,0.012,104,306,0.026
T97278,2,176.5,1354.0,0.059,0.012,64,332,0.017
T98554,2,153.6,1366.0,0.06,0.012,88,274,0.021
T91202,1,164.9,1329.0,0.056,0.012,104,382,0.027
T91995,2,161.2,1369.0,0.021,0.012,66,361,0.017
T97019,1,164.8,1366.0,0.034,0.012,51,272,0.013
T94943,1,173.0,1360.0,0.038,0.012,70,268,0.017
T95413,2,155.2,1374.0,0.055,0.012,64,247,0.015
T97396,2,166.7,1350.0,0.058,0.012,78,296,0.02
T96734,1,161.0,,0.051,0.012,64,394,0.017
T94099,1,173.2,1370.0,0.059,0.012,67,273,0.015
T97528,1,167.9,1351.0,0.041,0.012,69,346,0.018
T91995,2,163.9,1335.0,0.047,0.012,55,319,0.011
T99666,1,160.0,1371.0,0.023,0.012,67,230,0.013
T91663,2,183.6,1393.0,0.041,0.012,69,361,0.019
T91878,1,167.0,1379.0,0.042,0.012,61,293,0.015
T98270,2,155.1,1420.0,0.051,0.012,74,289,0.02
T96915,1,159.3,1420.0,0.039,0.012,83,318,0.019
T91769,2,167.9,1338.0,0.032,0.012,67,304,0.013
T94561,1,159.9,1333.0,0.032,0.012,69,367,0.017
T98099,1,160.8,,0.027,0.012,67,288,0.015
T92528,1,171.9,1388.0,0.055,0.012,91,330,0.025
T94510,1,171.3,,0.051,0.012,62,345,0.02
T93062,2,161.0,1395.0,0.049,0.012,62,263,0.011
T96486,2,173.2,1344.0,0.047,0.012,63,321,0.016
T96232,2,160.0,1326.0,0.038,0.012,85,273,0.018
T97331,2,176.9,1355.0,0.058,0.012,86,342,0.021
T93747,2,168.8,1385.0,0.066,0.012,60,200,0.013
T91775,1,167.0,1374.0,0.042,0.012,79,384,0.02
T96116,2,162.3,1401.0,0.04,0.012,65,294,0.016
T98989,2,160.7,1352.0,0.028,0.012,53,327,0.016
T99392,2,148.7,1395.0,0.054,0.012,53,331,0.018
T97910,2,162.9,1355.0,0.048,0.012,68,293,0.015
T92016,1,164.9,,0.069,0.012,80,287,0.02
T99226,1,152.2,1389.0,0.049,0.012,70,329,0.021
T91995,1,170.8,1409.0,0.034,0.012,71,381,0.019
T93568,1,163.9,1337.0,0.048,0.012,48,343,0.016
T93747,2,173.5,1405.0,0.069,0.012,66,298,0.018
T94890,2,160.2,1381.0,0.056,0.012,67,384,0.021
T98270,1,173.7,1372.0,0.026,0.012,65,404,0.016
T95426,1,161.9,1367.0,0.037,0.012,58,305,0.013
T98721,2,164.6,1368.0,0.035,0.012,93,333,0.019
T93731,2,166.5,1371.0,0.063,0.012,77,337,0.019
T99958,1,164.7,1330.0,0.051,0.012,80,397,0.022
T91775,1,167.1,1376.0,0.061,0.012,71,353,0.017
T92678,1,151.5,1374.0,0.029,0.012,86,366,0.023
T98989,1,164.0,1354.0,0.065,0.012,59,412,0.02
T93433,2,164.4,1371.0,0.023,0.012,80,331,0.018
T93734,2,151.1,1398.0,0.039,0.012,56,352,0.015
T93062,2,169.5,1355.0,0.021,0.012,71,334,0.018
T92059,1,158.6,1342.0,0.029,0.012,70,316,0.015
T95488,2,171.6,1352.0,0.068,0.012,71,252,0.015
T94763,2,165.6,1318.0,0.024,0.012,70,265,0.014
T93433,1,161.0,1415.0,0.027,0.012,44,242,0.011
T98125,1,172.0,1349.0,0.066,0.012,65,339,0.017
T98989,1,176.6,1402.0,0.056,0.012,69,349,0.019
T92484,1,165.3,1339.0,0.04,0.012,64,266,0.013
T91466,1,174.6,1355.0,0.023,0.012,51,288,0.007
T96390,1,163.8,1372.0,0.059,0.012,66,315,0.016
T96134,2,171.7,1386.0,0.045,0.012,77,397,0.019
T98994,2,162.4,1368.0,0.036,0.012,88,302,0.02
T97910,2,177.8,,0.038,0.012,68,398,0.02
T92184,2,172.5,1369.0,0.045,0.012,67,200,0.01
T96393,2,168.3,1401.0,0.048,0.012,61,369,0.017
T92484,2,147.3,1378.0,0.061,0.012,89,252,0.021
T96311,1,168.1,1425.0,0.059,0.012,61,313,0.019
T93511,1,156.4,1374.0,0.058,0.012,66,274,0.016
T98408,1,167.5,1395.0,0.056,0.012,75,307,0.02
T93734,2,173.9,1383.0,0.058,0.012,81,306,0.017
T99792,2,169.8,1354.0,0.054,0.012,64,283,0.015
T98777,1,171.0,1368.0,0.063,0.012,67,316,0.015
T97420,1,162.4,1398.0,0.048,0.012,67,327,0.017
T96618,1,154.3,1361.0,0.046,0.012,53,261,0.013
T97892,1,159.6,1380.0,0.055,0.012,75,270,0.015
T97235,1,162.7,1354.0,0.028,0.012,62,389,0.018
T93047,2,164.9,1393.0,0.059,0.012,64,316,0.018
T96575,2,173.9,1372.0,0.067,0.012,74,323,0.021
T97949,2,170.1,1392.0,0.035,0.012,71,277,0.016
T93047,1,180.5,1401.0,0.051,0.012,91,326,0.02
T98916,2,158.0,1387.0,0.022,0.012,91,291,0.021
T96592,1,173.1,1365.0,0.058,0.012,87,348,0.021
T97863,2,171.1,1366.0,0.048,0.012,94,295,0.019
T95488,1,164.2,1317.0,0.054,0.012,89,307,0.021
T96530,1,158.3,1381.0,0.027,0.012,50,421,0.015
T96134,2,160.7,1396.0,0.06,0.012,76,345,0.021
T96134,2,160.4,1339.0,0.033,0.012,73,309,0.016
T92528,2,177.0,1366.0,0.054,0.012,73,321,0.021
T96134,2,170.8,1366.0,0.05,0.012,64,378,0.019
T95426,2,171.1,1382.0,0.053,0.012,49,264,0.013
T96855,1,165.6,1374.0,0.023,0.012,63,319,0.016
T98721,2,163.4,1347.0,0.057,0.012,61,320,0.017
T93027,2,167.4,1410.0,0.06,0.012,78,328,0.021
T93612,1,165.7,1328.0,0.044,0.012,66,292,0.015
T98392,2,164.3,1355.0,0.04,0.012,84,307,0.019
T96056,1,167.6,1337.0,0.037,0.012,91,224,0.019
T97265,2,157.5,1379.0,0.066,0.012,60,349,0.016
T99958,2,166.9,1382.0,0.058,0.012,57,278,0.013
T93747,1,164.2,1367.0,0.055,0.012,75,414,0.025
T98869,2,160.0,1340.0,0.066,0.012,77,321,0.02
T98125,2,169.5,1347.0,0.037,0.012,71,268,0.021
T93931,2,177.6,1392.0,0.052,0.012,56,244,0.014
T91161,2,173.9,1368.0,0.054,0.012,74,306,0.019
T95488,1,163.0,1359.0,0.07,0.012,67,342,0.018
T99338,1,169.7,1353.0,0.041,0.012,78,342,0.019
T96116,2,170.9,1367.0,0.04,0.012,67,272,0.012
T92267,2,165.8,1384.0,0.024,0.012,79,481,0.023
T95389,1,164.8,1364.0,0.025,0.012,80,368,0.018
T92998,1,167.4,1381.0,0.046,0.012,63,389,0.017
T97396,2,182.6,1331.0,0.029,0.012,78,337,0.017
T99338,1,166.8,1398.0,0.024,0.012,76,269,0.014
T91878,1,156.1,1369.0,0.068,0.012,67,326,0.014
T96977,1,157.7,1345.0,0.068,0.012,84,312,0.022
T96191,1,163.8,1381.0,0.036,0.012,54,359,0.015
T99392,2,156.3,,0.059,0.012,64,300,0.014
T99684,1,164.1,1342.0,0.064,0.012,83,305,0.02
T99800,2,180.6,1367.0,0.043,0.012,72,230,0.014
T98629,2,161.4,1357.0,0.031,0.012,68,329,0.017
T99392,1,157.4,1338.0,0.026,0.012,66,275,0.013
T94104,2,163.5,1359.0,0.027,0.012,60,311,0.015
T92495,2,164.3,1344.0,0.06,0.012,86,305,0.023
T94843,1,158.1,1339.0,0.039,0.012,72,251,0.014
T92663,1,156.3,1382.0,0.055,0.012,70,293,0.016
T97668,1,174.5,1378.0,0.047,0.012,83,288,0.017
T92899,2,168.5,1364.0,0.04,0.012,83,336,0.021
T99433,2,161.6,1314.0,0.026,0.012,72,279,0.015
T94890,2,156.9,1368.0,0.037,0.012,99,349,0.023
T92495,2,161.4,1389.0,0.062,0.012,53,346,0.016
T97265,1,156.4,1400.0,0.061,0.012,89,294,0.019
T98892,2,160.9,1395.0,0.021,0.012,75,311,0.017
T99684,1,179.5,1340.0,0.027,0.012,79,331,0.017
T96191,1,166.7,1351.0,0.058,0.012,55,295,0.013
T91064,1,160.7,1366.0,0.037,0.012,58,338,0.015
T93693,1,169.8,1368.0,0.052,0.012,68,364,0.019
T93790,2,158.5,1371.0,0.048,0.012,74,379,0.02
T98721,1,162.2,1398.0,0.053,0.012,73,373,0.019
T99392,2,152.0,1375.0,0.023,0.012,68,327,0.018
T95218,1,173.9,1400.0,0.067,0.012,62,288,0.015
T98629,1,163.6,1351.0,0.021,0.012,71,382,0.016
T98777,1,159.3,1360.0,0.02,0.012,48,316,0.011
T93811,2,169.5,1359.0,0.031,0.012,95,338,0.022
T91064,1,157.7,,0.07,0.012,68,200,0.014
T96450,1,158.1,1336.0,0.024,0.012,60,408,0.017
T93747,1,162.3,1418.0,0.064,0.012,61,401,0.02
T95218,1,156.6,1372.0,0.028,0.012,56,262,0.014
T92707,2,160.4,1341.0,0.025,0.012,82,302,0.016
T97235,2,163.6,1343.0,0.059,0.012,76,293,0.02
T96915,1,164.2,1372.0,0.062,0.012,68,244,0.015
T91878,1,155.7,,0.06,0.012,68,278,0.017
T94763,2,163.3,1393.0,0.032,0.012,65,429,0.017
T93790,2,169.1,1371.0,0.064,0.012,45,337,0.013
T98916,2,170.2,1385.0,0.024,0.012,79,388,0.019
T95555,1,161.5,1379.0,0.037,0.012,70,318,0.016
T94385,2,163.7,1367.0,0.043,0.012,77,212,0.014
T98721,1,163.3,1361.0,0.023,0.012,80,306,0.016
T92306,2,155.3,1371.0,0.049,0.012,82,315,0.02
T91775,2,161.2,1367.0,0.048,0.012,71,300,0.017
T98270,1,170.6,1370.0,0.07,0.012,71,232,0.014
T94561,2,170.7,1381.0,0.051,0.012,83,363,0.02
T96864,1,167.9,1410.0,0.04,0.012,68,271,0.016
T98869,2,146.4,1345.0,0.06,0.012,85,298,0.019
T96393,1,159.5,1372.0,0.037,0.012,83,357,0.022
T99838,2,168.3,1379.0,0.047,0.012,63,273,0.014
T97892,2,177.0,1361.0,0.023,0.012,61,319,0.015
T98392,1,164.9,1397.0,0.036,0.012,56,339,0.014
T99154,1,165.7,1358.0,0.046,0.012,80,419,0.024
T96276,1,164.2,,0.055,0.012,40,310,0.014
T96390,1,155.9,1401.0,0.025,0.012,40,358,0.012
T98280,2,167.5,1380.0,0.06,0.012,74,300,0.019
T93693,2,154.4,1366.0,0.065,0.012,51,398,0.019
T91202,2,164.4,1382.0,0.034,0.012,57,231,0.011
T99322,2,165.6,1360.0,0.058,0.012,72,247,0.015
T96734,2,165.3,1352.0,0.029,0.012,51,326,0.011
T98994,2,155.9,1379.0,0.046,0.012,53,292,0.014
T96592,1,160.0,1389.0,0.06,0.012,89,352,0.023
T96172,2,169.8,1372.0,0.039,0.012,74,359,0.019
T92059,2,165.5,1384.0,0.021,0.012,81,228,0.015
T97949,1,160.1,1428.0,0.047,0.012,62,372,0.016
T96855,2,157.5,1401.0,0.062,0.012,90,334,0.024
T92059,2,170.6,1356.0,0.025,0.012,40,415,0.014
T93695,2,165.2,1375.0,0.021,0.012,50,295,0.011
T97439,1,157.1,1378.0,0.06,0.012,49,357,0.015
T92016,1,163.7,1349.0,0.033,0.012,58,350,0.014
T96056,2,159.4,1385.0,0.038,0.012,84,394,0.024
T97331,1,167.1,1351.0,0.024,0.012,93,200,0.016
T97420,2,173.8,1387.0,0.025,0.012,71,241,0.016
T96578,2,157.4,1418.0,0.051,0.012,76,372,0.021
T98526,2,166.1,1367.0,0.048,0.012,41,391,0.015
T92495,1,166.0,1381.0,0.035,0.012,76,354,0.018
T96393,2,150.0,1377.0,0.043,0.012,62,257,0.016
T94696,2,170.8,1347.0,0.039,0.012,57,304,0.012
T99392,2,179.7,1352.0,0.055,0.012,64,371,0.02
T94104,2,166.0,1379.0,0.063,0.012,67,305,0.016
T94152,2,174.5,1373.0,0.058,0.012,85,313,0.02
T99529,1,156.2,1367.0,0.02,0.012,50,391,0.014
T98629,2,160.0,1393.0,0.025,0.012,57,349,0.018
T92930,1,165.5,1382.0,0.041,0.012,84,324,0.019
T91202,2,159.0,1425.0,0.063,0.012,55,339,0.016
T93062,1,165.3,1347.0,0.032,0.012,47,356,0.015
T91863,2,172.0,1360.0,0.064,0.012,98,315,0.026
T99755,2,158.8,1406.0,0.026,0.012,56,348,0.016
T92663,1,172.3,1412.0,0.024,0.012,68,276,0.012
T92636,1,151.5,1349.0,0.066,0.012,67,362,0.02
T98208,2,161.0,1360.0,0.028,0.012,86,299,0.02
T94556,1,163.6,1366.0,0.043,0.012,70,279,0.017
T98270,1,158.5,1405.0,0.036,0.012,73,379,0.02
T99433,2,161.1,1367.0,0.027,0.012,78,337,0.017
T98869,2,174.8,1366.0,0.052,0.012,80,332,0.02
T92998,2,173.7,1363.0,0.068,0.012,81,342,0.019
T95297,2,170.0,1373.0,0.053,0.012,86,241,0.019
T98869,2,172.3,1379.0,0.038,0.012,61,357,0.016
T97278,1,160.7,1417.0,0.056,0.012,58,312,0.015
T95859,2,156.4,1407.0,0.027,0.012,64,398,0.018
T92685,1,159.3,1343.0,0.049,0.012,60,444,0.02
T98385,2,160.4,1365.0,0.043,0.012,79,336,0.019
T93433,2,160.7,1371.0,0.038,0.012,45,342,0.012
T95297,1,168.7,1359.0,0.057,0.012,85,329,0.022
T95658,2,167.3,1395.0,0.026,0.012,75,228,0.015
T94556,1,163.8,,0.047,0.012,49,244,0.01
T95737,1,164.2,1358.0,0.063,0.012,70,257,0.015
T96734,1,172.7,1370.0,0.03,0.012,74,352,0.018
T93027,2,156.0,1392.0,0.033,0.012,80,396,0.022
T92757,2,170.5,1397.0,0.053,0.012,69,344,0.019
T93062,2,150.2,1357.0,0.059,0.012,69,258,0.018
T94763,2,161.0,1382.0,0.034,0.012,68,216,0.012
T98629,2,175.6,1353.0,0.038,0.012,83,296,0.018
T94157,2,167.1,1396.0,0.057,0.012,92,298,0.021
T96892,1,161.7,1352.0,0.034,0.012,73,358,0.019
T93612,2,171.4,1373.0,0.053,0.012,62,374,0.016
T96892,2,169.2,1358.0,0.028,0.012,74,328,0.017
T96530,2,168.9,1345.0,0.041,0.012,92,262,0.018
T99433,2,163.6,1356.0,0.054,0.012,70,323,0.018
T95859,1,171.7,1361.0,0.043,0.012,61,221,0.012
T99792,1,160.5,1401.0,0.021,0.012,89,306,0.019
T92028,1,160.2,1358.0,0.04,0.012,72,379,0.018
T93433,1,178.1,1372.0,0.034,0.012,71,312,0.013
T98734,1,161.5,,0.025,0.012,52,385,0.016
T95218,2,150.8,1393.0,0.02,0.012,71,300,0.013
T97374,1,172.4,1396.0,0.022,0.012,80,344,0.02
T91854,1,174.5,1390.0,0.067,0.012,64,248,0.014
T93454,2,163.3,,0.057,0.012,67,340,0.02
T93558,2,150.3,1353.0,0.067,0.012,70,316,0.021
T92016,1,164.6,1347.0,0.026,0.012,70,299,0.015
T98526,2,179.5,1389.0,0.049,0.012,72,380,0.018
T94304,2,166.4,1359.0,0.024,0.012,90,344,0.022
T96575,1,170.4,1391.0,0.021,0.012,64,300,0.012
T93811,2,170.8,1349.0,0.043,0.012,62,385,0.016
T94073,1,171.8,1365.0,0.052,0.012,60,425,0.019
T92028,1,178.0,1359.0,0.023,0.012,66,264,0.015
T92028,2,172.6,1352.0,0.038,0.012,56,303,0.01
T95218,1,164.4,1326.0,0.025,0.012,67,329,0.015
